1037 6044 10594 10705 10785 10962 10842;1325 29731 11 1492 29741 8 27120 -1 0 4846 -1 0
4715 10308 10583 10566 10719 10770;4552 476797 6 46853 476817 5 2350 -1 0 77542 -1 0
2705 6946 10550 10782;55662 149068 20 57094 149070 11 27395 -1 0 5975 -1 0
1623 6694 10671 10739 10654;22334 65255 5 10236 65317 4 113338 -1 0 224659 -1 0
3972 8273 10583 10584 10589;108333 338486 11 93451 340099 4 22182 -1 0 214639 -1 0
4481 10011 10549 10559 10977;206096 432799 15 44126 432802 34 520 432803 20 74720 432860 6 10226 433155 6 71341 -1 0 149533 -1 0 212160 -1 0 145688 -1 0 36235 -1 0
1277 4943 10548 10819 10618 10906;1236 41882 14 2451 41914 19 145667 -1 0 45075 -1 0
267 5102 10609;1272 4264 6 1695 4388 6 58900 -1 0 88885 -1 0
3125 8411 10572 10629 10615 10748 10681;1492 202306 33 59208 202333 21 90081 202364 7 14292 -1 0 27753 -1 0 115553 -1 0
2769 7767 10566 10589 10719 10776 11115;59406 155016 7 19917 155027 6 62952 -1 0 38010 -1 0
4516 10058 10549 10641 10662 10657;139781 439274 15 1492 439292 6 68030 -1 0 230281 -1 0
4165 9630 10548 10757 10658 11106;911 369647 5 399 370808 9 101555 -1 0 165236 -1 0
2027 7157 10566 10992 10680 10695 11085;37028 97753 9 24471 97964 5 201924 -1 0 130269 -1 0
4323 9806 10548 10812 10720 10768;4552 401864 11 8563 401867 14 194999 -1 0 189760 -1 0
1044 6052 10674 11042;9526 29958 7 1325 29970 21 232 29974 4 200299 -1 0 72219 -1 0 60857 -1 0
3653 9036 10667;47360 286725 8 1492 286728 19 117719 286747 7 73020 -1 0 40266 -1 0 9199 -1 0
3493 5129 10614 10588 10643 10784 10679;520 266250 47 114696 266307 27 7182 266343 6 21009 -1 0 36834 -1 0 113419 -1 0
3848 9275 10629 10615 10630 10962 11231;146324 313924 9 87611 313926 25 52459 313985 7 173434 -1 0 24116 -1 0 65572 -1 0
899 5921 10682 10553;5931 24805 4 791 24808 5 87600 -1 0 89965 -1 0
1751 5823 10628 10631 11095 11079;1325 72220 8 1492 72225 6 73762 -1 0 112507 -1 0
3587 8390 10563 10594;520 275606 13 86889 275616 6 42116 -1 0 8850 -1 0
4606 10175 10594 10669 10991;179151 456169 6 199893 456170 4 4554 -1 0 200265 -1 0
1564 6627 10628 10630 11122;520 61447 15 22494 61448 23 6136 -1 0 50 -1 0
1941 6215 10568 10600 10693 10800 10816;2451 89009 52 44176 131417 8 98623 218734 10 1673 -1 0 90492 -1 0 36577 -1 0
2471 7683 10584 10661 11009 10836;52112 130922 32 25301 130923 43 31129 130944 11 2451 130987 5 62952 -1 0 189604 -1 0 106192 -1 0 127364 -1 0
1343 6010 10548 10568 10778 10618 10872;11933 45945 13 1504 45947 5 3624 -1 0 78842 -1 0
857 5381 10723 10805 10997 10998;1236 22969 8 2451 22970 6 6089 22975 7 12808 -1 0 88899 -1 0 11637 -1 0
3616 5174 10584 10552 10591 10590 10788;2451 279169 8 122781 279202 10 105987 -1 0 24721 -1 0
43 4980 10585 10650;139 360 13 78 421 27 66 451 7 11050 -1 0 40173 -1 0 4461 -1 0
3446 8813 10583 10661 10668 11115 10658;26076 261653 73 14088 261683 8 1325 261690 34 28853 -1 0 118847 -1 0 52988 -1 0
2026 7081 10548 10550 10819 10906;2451 95358 13 35354 95378 9 31635 -1 0 51948 -1 0
3067 7346 10583 10566 10682 10553;4993 193665 27 59444 193670 5 41066 -1 0 1924 -1 0
2706 7378 10600 10733 10822 10823 10909;19976 149087 9 44205 149107 4 78108 -1 0 4112 -1 0
3393 8745 10548 10598 10572 10629 10645;64170 253544 7 5739 253547 11 47472 253598 13 4646 253708 4 11708 -1 0 170472 -1 0 1252 -1 0 21495 -1 0
2729 7972 10669 10629 10668 10573;65242 150996 20 25301 153269 15 24284 153272 10 7142 153315 6 103 -1 0 65617 -1 0 1656 -1 0 5477 -1 0
3800 9224 10586 11014 11228;25301 306671 18 31129 306687 16 42420 -1 0 24124 -1 0
2013 7016 10629 10630 11123 11153;1325 94260 81 3540 94282 104 37653 94341 21 21361 -1 0 35997 -1 0 70293 -1 0
4561 10128 10636 10751 10701 10813 11038;179151 448727 12 40292 448748 22 4272 448759 40 47472 448922 12 2058 -1 0 20116 -1 0 18764 -1 0 36194 -1 0
4182 6922 10568 10778 10654 10780;7924 373353 13 7266 375571 24 25352 -1 0 104639 -1 0
252 5210 10548 10641;1236 4050 9 701 4093 10 6627 -1 0 118021 -1 0
