478 1888 3692;876 8883 14 893 30995 4 4290 -1 0 10300 -1 0
824 2597 3586 3569 3829;3353 20758 5 4346 20761 4 1817 22968 12 17684 -1 0 49 -1 0 1445 -1 0
648 2234 3637 3753 3638 3754 3868;1979 12827 14 4216 12909 29 5179 14536 23 1096 -1 0 695 -1 0 4935 -1 0
779 2127 3555 3540;466 17570 5 2957 17571 14 15301 -1 0 22024 -1 0
1602 3433 3620 3536;11883 52098 30 38607 53776 5 531 -1 0 27030 -1 0
1546 2599 3585 3587 3788;1823 49386 16 26786 49396 13 12379 -1 0 4135 -1 0
1264 3059 3569 3562 3671;11883 39050 89 120 39057 9 25931 39061 13 25935 39066 6 6961 39067 4 1629 -1 0 21312 -1 0 23991 -1 0 4876 -1 0 11813 -1 0
230 1866 3543 3643 3564 3759 3678;836 2006 15 380 2008 9 12050 -1 0 982 -1 0
595 1708 3810;3719 11757 14 3353 11767 25 791 -1 0 836 -1 0
70 1730 3546 3632 3651 3613;158 409 15 114 414 22 25553 42591 6 32522 -1 0 195 -1 0 10250 -1 0
700 2454 3536 3707 3830;6545 14903 4 4225 14907 5 6437 14910 4 486 -1 0 39216 -1 0 2121 -1 0
534 2296 3568 3714;2830 10274 12 3682 11693 9 23998 35867 8 3583 -1 0 15620 -1 0 14778 -1 0
812 2584 3635 3634;4346 19439 7 31027 45392 4 10095 -1 0 6530 -1 0
1 1703 3537 3538 3539;16 10 5 20 11 11 1164 -1 0 4122 -1 0
23 1768 3583 3584;115 131 15 118 136 5 131 204 8 1511 5559 5 11945 -1 0 32903 -1 0 112 -1 0 2144 -1 0
806 2577 3555;4346 19329 12 386 19335 23 120 19353 4 6940 20560 5 26487 -1 0 130 -1 0 1633 -1 0 32522 -1 0
60 1813 3543 3586 3605 3637 3638;85 355 47 43 370 78 5179 14414 13 6568 -1 0 21394 -1 0 1110 -1 0
1494 3259 3541 3573 3789 3668;8438 47728 7 4935 47730 44 78 -1 0 1217 -1 0
1072 2857 3551 3552 3646 3537 3947;19742 32190 5 4748 32196 10 570 -1 0 3260 -1 0
1620 2587 3615 3621 3656 3967;26454 52626 40 771 52630 26 12051 -1 0 15180 -1 0
274 1792 3643 3786;771 2546 15 3260 11128 6 11447 -1 0 3116 -1 0
647 2301 3897;4346 12770 19 3808 12771 13 4682 12774 38 1401 12785 10 12773 -1 0 2020 -1 0 16237 -1 0 27432 -1 0
747 1706 3551 3652 3541 3581 3621;771 16784 24 8341 19244 7 66 -1 0 1629 -1 0
1178 2978 3549 3554 3536;19407 35507 18 16951 35511 50 836 -1 0 15491 -1 0
606 2366 3635 3602 3708 3683 3684;739 12010 25 3177 28339 7 579 -1 0 8296 -1 0
1018 2539 3551 3549 3554 3628;15625 28458 66 17332 28471 11 4615 28472 21 120 28478 14 31548 -1 0 1462 -1 0 2526 -1 0 12767 -1 0
568 1879 3569 3646;2283 11174 12 120 11177 5 13326 -1 0 13366 -1 0
135 1879 3556 3696;63 861 11 1401 8195 13 31 -1 0 23683 -1 0
350 1897 3549 3555 3626 3817;892 5678 7 1127 5680 14 120 8059 15 3242 10902 4 2983 -1 0 2433 -1 0 1096 -1 0 22119 -1 0
1496 3246 3671 3804 3719;27618 47794 17 26786 47798 8 12705 -1 0 11488 -1 0
1425 2277 3551 3549 3543 3541;26454 45324 47 27618 45336 15 25904 -1 0 6721 -1 0
765 2127 3749 3932;120 17268 4 2461 17280 4 26250 -1 0 2361 -1 0
1491 2278 3635 3858;26454 47637 45 32015 47640 24 23473 -1 0 20821 -1 0
1165 2017 3557 3602 3633 3702;8820 34916 4 16951 34930 5 8909 -1 0 17525 -1 0
273 2004 3711 3639 3784 3785;771 2544 12 2283 12277 4 2848 15213 6 4346 15251 5 3870 -1 0 19178 -1 0 25872 -1 0 580 -1 0
913 2677 3586 3547 3643 3641 3960;13499 24256 7 4935 24260 20 25411 -1 0 4138 -1 0
657 2429 3556;1401 12970 8 3116 12980 8 26446 -1 0 845 -1 0
1689 3525 3585;2283 55129 55 27618 55131 15 14952 55134 11 8355 -1 0 54 -1 0 780 -1 0
1294 3107 3586 3635 3557 3853 3933;26472 39726 4 2957 39727 13 96 39731 107 8820 39732 92 1401 39734 17 5227 39739 7 26487 39740 17 26568 39802 7 618 -1 0 4078 -1 0 12050 -1 0 4803 -1 0 2119 -1 0 32635 -1 0 8909 -1 0 25872 -1 0
399 1862 3587 3657 3620 3722 3597;1387 7413 7 6489 17760 9 12050 -1 0 22040 -1 0
319 2071 3635 3605 3781;120 3190 13 466 3194 4 28675 -1 0 1288 -1 0
896 2653 3635 3602 3601 3778 3886;4935 23745 14 13006 23990 7 21523 -1 0 246 -1 0
394 2172 3703;1569 7373 18 8426 17051 10 23953 35815 9 2020 -1 0 26084 -1 0 4052 -1 0
636 2401 3710 3864;2676 12522 13 4330 12525 16 1569 12527 5 1261 12533 29 13359 32273 4 25295 -1 0 8820 -1 0 6598 -1 0 742 -1 0 1420 -1 0
510 2273 3551 3549 3543 3569 3554;771 9563 70 1979 9570 73 421 9603 15 71 9696 15 2717 9851 32 120 10631 24 8756 18949 9 8438 20659 4 13021 23759 10 27618 49876 5 20927 -1 0 32567 -1 0 10141 -1 0 2417 -1 0 4989 -1 0 28559 -1 0 579 -1 0 2395 -1 0 2486 -1 0 21330 -1 0
191 1961 3557 3737;89 1521 14 103 1522 12 19407 -1 0 12979 -1 0
271 2004 3778 3783;771 2490 10 1020 2494 13 32522 -1 0 33393 -1 0
28 1778 3570 3565 3592 3593 3594;120 141 9 906 7558 14 6568 14922 5 17535 -1 0 29800 -1 0 414 -1 0
1544 2048 3635 3602 4077;25411 49347 8 28932 49353 75 18963 49379 10 32029 -1 0 12705 -1 0 16237 -1 0
544 2302 3585 3562 3789;2830 10421 4 771 10422 22 3675 -1 0 17332 -1 0
227 1866 3610 3756;853 1982 5 380 1984 5 3808 -1 0 4913 -1 0
884 1879 3635 3646 3602 3758 3912;4935 23511 19 4346 23514 5 3521 -1 0 11813 -1 0
1129 2933 3553;16773 33747 15 771 33748 6 21089 -1 0 17186 -1 0
1065 2844 3541 3573 3865 3883;120 30943 94 19526 30953 9 1802 30955 85 6607 30964 27 4138 30967 11 19562 30979 30 19594 31011 6 26252 48897 4 4591 -1 0 3945 -1 0 23314 -1 0 246 -1 0 26 -1 0 8236 -1 0 26084 -1 0 22981 -1 0
904 2672 3549 3605 3573 3633 3861;3353 23917 14 4615 23925 50 31289 -1 0 21743 -1 0
359 2109 3602 3812 3542;1569 5870 6 739 5896 4 34318 -1 0 4748 -1 0
368 2148 3604 3710;466 6039 13 1569 6040 11 943 -1 0 3945 -1 0
423 1902 3697;943 7938 24 332 7940 8 8612 -1 0 4682 -1 0
1121 2924 3551 3852 3748;3011 33541 4 1396 33542 4 26174 -1 0 4078 -1 0
620 2386 3653;3682 12195 11 4346 12343 6 22904 34533 6 21467 -1 0 504 -1 0 16878 -1 0
281 2000 3551 3562 3585 3665;579 2593 27 120 2601 7 16782 -1 0 12432 -1 0
665 2437 3602 3812 3910 3827;4225 14126 4 4346 14128 10 876 -1 0 1629 -1 0
1079 2869 3586 3556 3692;771 32422 15 120 32423 6 17193 32479 4 409 -1 0 4475 -1 0 3992 -1 0
1617 3433 3549 3867;4374 52519 43 4086 52520 41 13040 -1 0 22119 -1 0
674 2446 3586 3608 3690;5088 14327 14 1401 14332 74 120 14333 32 2957 14350 78 3808 14380 11 1802 14399 4 5167 14401 4 1895 20670 12 1933 -1 0 19495 -1 0 13518 -1 0 24316 -1 0 15554 -1 0 1445 -1 0 1493 -1 0 23839 -1 0
1409 2277 3549 3555 3703 3554 3608;8820 43597 7 25614 43615 5 8171 -1 0 10068 -1 0
1627 3186 3547 4089;771 52740 13 33423 52743 14 12654 -1 0 668 -1 0
715 2485 3643 3554 3584 3633 3567;4935 15174 12 3011 22954 5 32075 49860 4 32635 -1 0 12654 -1 0 19204 -1 0
553 2302 3543 3583 3555 3600 3789;63 10634 26 1979 10640 12 120 10643 9 2917 21124 8 12626 -1 0 351 -1 0 33563 -1 0 1091 -1 0
421 2200 3569 3753 3804 3851;1569 7902 5 825 9190 15 6437 -1 0 8563 -1 0
116 1868 3635 3652;63 733 6 43 734 22 512 1333 39 1196 -1 0 28092 -1 0 724 -1 0
1011 2277 3555;466 28159 20 13450 28183 8 1198 -1 0 8355 -1 0
200 1885 3551 3573 3625 3620;579 2279 14 2606 9585 5 12585 -1 0 5227 -1 0
34 1697 3537 3604 3538;18 164 9 103 165 29 43 166 5 21467 -1 0 12626 -1 0 927 -1 0
554 2314 3711;456 10689 11 2872 10727 13 14911 -1 0 2135 -1 0
