7081 14787 16906 16910 17038 17189;22989 164745 13 9694 164762 15 13475 -1 0 605 -1 0
3142 10999 17047;1131 50163 119 9310 50240 8 27637 -1 0 17422 -1 0
4148 10999 17002 17047 17034 17447;1441 70430 27 943 70432 32 6094 70469 14 6094 70521 23 943 224100 5 454 -1 0 13059 -1 0 1623 -1 0 31391 -1 0 4067 -1 0
9603 15997 16916 16935 17537;2383 307884 5 3545 307885 6 446 -1 0 1407 -1 0
4628 11761 17002 17097;6094 82375 7 1345 83586 9 2260 -1 0 56920 -1 0
1217 10191 16908 16947;1784 15945 7 404 15997 12 986 16000 13 15002 -1 0 3402 -1 0 8899 -1 0
1967 10770 17190 17073;22 27080 73 767 27084 37 1587 27112 28 5753 27119 9 4040 27124 22 2631 40856 12 2807 40886 15 5110 -1 0 20763 -1 0 19952 -1 0 47274 -1 0 14628 -1 0 45611 -1 0 22840 -1 0
9239 11991 17017 17018;106512 285233 5 9025 285234 4 40549 -1 0 2042 -1 0
10059 15284 17057 17002 17457;23141 342782 6 131781 342787 4 80565 -1 0 6986 -1 0
4119 11627 17045 17073 17030;3684 69851 10 3401 69874 7 66597 -1 0 4696 -1 0
3459 12977 16908 16996 17570;4144 56096 60 2874 56116 13 20038 56150 16 5659 -1 0 104018 -1 0 1403 -1 0
9008 16254 16936 16993 17111;102519 271698 5 19230 271755 4 2362 -1 0 45976 -1 0
8968 16233 16996 17057 16941 16995;66131 269802 4 6101 269834 4 262 -1 0 6779 -1 0
8586 11536 17024 17689;38624 248998 19 10059 260737 4 53170 -1 0 141766 -1 0
8623 15046 16906 17248 17334;15934 251471 37 14094 251475 15 7460 251480 21 2733 -1 0 29247 -1 0 3199 -1 0
9453 12153 16908 16936 16906 17132 17368;35840 298183 7 18060 298184 6 8394 -1 0 10086 -1 0
7485 14701 16996 16928 17034 17404 17328;6451 187426 12 30691 187577 6 13762 -1 0 18171 -1 0
6219 14332 17132 16906 17200 17154;21684 128669 11 1463 128702 5 12605 -1 0 4706 -1 0
5769 10398 17034 17057 17002;5701 114128 6 16143 114136 4 41337 -1 0 35986 -1 0
8526 13871 16916 16926 17421 17315;30412 243730 8 88815 273837 5 5575 -1 0 3710 -1 0
3326 12895 17045 17501 17008;3401 54103 11 11919 54178 4 5419 -1 0 12230 -1 0
1508 10184 16938 17131;437 19908 6 1649 20335 15 586 20345 10 59219 -1 0 5849 -1 0 23911 -1 0
6582 11886 16996 16936 17209;394 142211 12 3460 142240 7 5442 -1 0 39762 -1 0
1730 11496 17400 16957 16908;3521 23137 6 1784 23139 7 4790 23177 6 37691 -1 0 50754 -1 0 6517 -1 0
9948 16801 17002 17003;25510 332154 14 23141 332156 13 82880 -1 0 35959 -1 0
8165 15428 16916 17096 17200 17249;39082 223285 6 1073 223299 25 50846 223676 11 100607 -1 0 10775 -1 0 12120 -1 0
9154 16341 17224 17153 17931;18850 280761 4 12310 280762 16 15046 280960 9 26886 -1 0 4580 -1 0 10146 -1 0
8257 15799 16908 16916 17881;2481 228230 12 362 228252 13 14973 -1 0 8084 -1 0
89 10342 17021 16950;430 798 7 66 875 7 8056 -1 0 27 -1 0
1007 11306 16996 16987;3529 12926 9 3509 12927 19 509 12929 4 259 12931 16 3545 12995 8 110733 -1 0 4842 -1 0 8239 -1 0 90258 -1 0 121820 -1 0
2735 12522 16916 17390;1004 41760 21 9951 41794 19 1148 -1 0 1109 -1 0
5693 10259 16936;1465 111236 6 14447 111240 4 11052 -1 0 4015 -1 0
5373 13653 16996 16936 17030 17035;14447 102146 23 14006 102150 8 42751 148818 4 10744 -1 0 274 -1 0 13093 -1 0
4603 10242 16908 16911 17156;10076 81735 25 290 81736 49 2349 81742 8 586 82111 7 11919 82164 37 4200 -1 0 2305 -1 0 16546 -1 0 84120 -1 0 8320 -1 0
3698 13146 17421 16916 17362;35416 60546 9 6153 60549 4 4333 -1 0 8891 -1 0
6737 12472 16931 17248 17334 17773;5229 149442 11 4354 149572 6 9502 -1 0 6277 -1 0
3174 11896 16958 16936;66 51048 9 10111 51070 5 18606 -1 0 36814 -1 0
7399 15293 16906 16910 17039;9672 183080 8 14450 184291 8 30691 -1 0 11015 -1 0
7495 15352 17021 17080 16979 17664;24165 187779 20 1306 187798 17 19952 -1 0 4366 -1 0
7397 15292 17045;11054 182943 5 4832 182971 4 2310 -1 0 10500 -1 0
5268 14057 17002 17040 17215;18060 99054 4 5010 206002 5 4639 -1 0 1481 -1 0
7506 15357 16936 16977;10366 188153 17 5690 188181 9 27742 -1 0 66133 -1 0
4063 13292 16916 17183;431 68620 8 7443 68631 6 2821 70402 7 15388 -1 0 10458 -1 0 31391 -1 0
5669 14300 17057 17058;2554 110475 13 26013 121613 6 16 -1 0 10500 -1 0
6837 14967 16996 17017 17258;1946 153684 5 51479 168713 8 4757 -1 0 84768 -1 0
2419 11646 16993 17242;1465 35200 24 450 35202 15 24119 -1 0 43309 -1 0
3116 11128 16908;4144 49656 7 3996 49664 5 15506 -1 0 35687 -1 0
9545 12248 16938;2362 303589 12 290 303619 8 25510 -1 0 2554 -1 0
6126 14558 17675 17556;3384 125047 7 3272 125068 6 5477 -1 0 1073 -1 0
8630 16036 17198 17171 17406;4312 251977 7 17907 251979 4 333 -1 0 5598 -1 0
8657 16054 16936 17000;54788 253318 8 360 253758 4 2797 -1 0 1403 -1 0
7428 15310 16996 17008 17190;11260 185371 18 2807 185447 20 24201 -1 0 17509 -1 0
7385 11106 17017 17574 17225;30375 182416 5 25980 182418 9 24076 182419 16 12487 182421 4 64175 191165 5 48880 -1 0 2644 -1 0 34866 -1 0 60398 -1 0 1106 -1 0
2355 12258 17060 17459;6085 34143 16 5371 34144 11 8112 34303 13 1587 34310 8 6269 -1 0 5743 -1 0 2510 -1 0 11540 -1 0
611 11016 17156;1306 8187 10 2282 8193 4 970 8211 9 1306 8348 4 1631 -1 0 4672 -1 0 89797 -1 0 730 -1 0
6025 14504 16911 17191 17489;1946 122042 6 20716 122076 5 20716 122349 5 32636 -1 0 6856 -1 0 28195 -1 0
8474 10869 16916 16906 17038 17262 17566;10366 240344 14 10266 240348 30 9316 -1 0 42307 -1 0
4519 11830 17042;18060 79574 5 35416 79576 9 7021 -1 0 13206 -1 0
1815 11717 16938 17073;45 24435 5 4183 24438 5 1631 24442 4 78 24446 8 25412 -1 0 2384 -1 0 64449 -1 0 31154 -1 0
4430 10960 16996 17280 16916 17035;2481 77299 21 2874 77328 53 4648 -1 0 29724 -1 0
4999 13816 16906 17132 17368;11142 91433 4 13552 91435 10 13061 -1 0 10330 -1 0
3210 10747 16941 17128;11054 51926 11 11054 51931 4 22247 -1 0 98900 -1 0
1802 11393 16928;6451 26688 7 8799 38325 4 9062 38332 16 91903 -1 0 33039 -1 0 5914 -1 0
3599 11823 16916 16953 17101;6756 58579 8 290 58580 12 2874 58598 21 144495 -1 0 22247 -1 0 9411 -1 0
131 10171 16938 16906 16935;126667 1370 32 22 1477 9 5340 -1 0 49 -1 0
8094 15709 17156 17326;13650 220442 17 17581 220489 19 2308 -1 0 85395 -1 0
4046 13344 16936;1409 68276 16 431 68295 4 15365 80755 5 59107 -1 0 6649 -1 0 4345 -1 0
3438 11627 16941;3402 55804 4 10076 55806 4 78 55812 19 12107 55815 6 935 55828 32 31963 -1 0 50509 -1 0 2620 -1 0 4304 -1 0 18744 -1 0
1853 10569 16950 16906;5740 25183 6 3199 195116 4 42006 -1 0 10629 -1 0
9864 16667 17008 16906 17038 17049 17683;35840 324458 17 14450 324474 19 17734 -1 0 20940 -1 0
1279 11368 16938;184 16757 17 4183 16772 12 10610 -1 0 2663 -1 0
6231 14617 17655;20302 128928 9 5740 129028 7 22631 -1 0 1106 -1 0
3737 10138 16987 16936 17242;318 61521 17 391 61619 8 5181 -1 0 7386 -1 0
1431 11618 17021;4706 18900 28 2757 18909 12 45027 -1 0 22873 -1 0
2981 11180 16916 17042 16996;1149 46819 16 1826 49058 7 17763 -1 0 25322 -1 0
3224 10211 16938 16993 17369 16997;66 52181 10 582 52194 10 5963 -1 0 9545 -1 0
9983 15076 16908 16978;7721 335733 7 85136 337430 4 112641 -1 0 24027 -1 0
3100 10594 17017 17538 17539;8008 49231 5 2233 49256 12 1345 49285 4 397 -1 0 2602 -1 0 18635 -1 0
6539 10393 17006 17289;1946 140505 7 6794 140897 8 35648 -1 0 53180 -1 0
3994 12893 17008 17040;440 67204 11 15650 67299 8 68871 -1 0 17770 -1 0
1772 11854 17086 17134;22 23602 4 3011 26308 4 402 26600 4 141932 -1 0 90511 -1 0 38085 -1 0
5252 10760 16908 16934;2841 98642 5 450 98646 6 114509 -1 0 39521 -1 0
4704 11770 16916 17024;12481 84435 21 12176 84501 29 18494 84580 11 8927 -1 0 5709 -1 0 1525 -1 0
6972 11224 17008 17017 17814 17391 17815;4556 160049 4 297 160073 4 14102 -1 0 62680 -1 0
2305 11590 16926 16906;2938 33194 8 121 33196 5 99224 -1 0 9949 -1 0
8591 10968 17008 17177 17823;5519 249269 4 88592 249381 5 24792 -1 0 19885 -1 0
8025 15174 16936 17245;318 217915 10 732 271954 9 5282 -1 0 18744 -1 0
166 10301 17008 17079;405 1762 5 143 1817 5 118706 -1 0 2579 -1 0
238 10131 16916 17024;143 2717 13 3304 2858 4 1098 4655 6 2938 10530 4 1000 -1 0 21694 -1 0 56563 -1 0 84311 -1 0
436 10192 17058 17057;848 5610 7 2554 8798 7 17509 -1 0 12722 -1 0
5143 13996 17132 17242;2384 95136 16 21095 126049 16 65801 -1 0 20781 -1 0
3495 11442 17006 17289;8250 56825 7 1946 56827 9 7743 56841 9 11926 -1 0 36108 -1 0 2589 -1 0
3313 10606 16993 16936;318 53783 8 437 53799 17 81573 -1 0 46184 -1 0
