389 94 127 89 108 2905 89 91 5900 94 460 83 3631 901 8440 346 76 31 389,1,6981
1406 698 228 323 551 6 452 646 646 452 698 228 323 551 6 4319 55 228 457 459,1,68611
82 38 253 360 10 2306 491 34 71 538 253 1818 82 155 447 1403 1225 155 156 186,1,7444
21 175 1594 47 570 225 1952 354 135 10326 1218 3 23 17 1594 47 23 17 3653 1804,1,102821
38 101 2259 811 527 10327 38 101 931 186 2259 811 1328 94 12 6 616 1371 42 958,1,52179
2367 8565 26 101 65 736 3801 1465 2367 8565 475 101 1076 26 525 286,1,33994
92 7 3 1 391 57 218 114 222 248 693 18 3 10 127 2836 309 14 4 1564,1,1967
1004 154 104 1542 1 1089 6203 104 1542 515 136 2378 91 20 1542 763 317 148 145 890,1,17778
134 4180 393 132 44 223 3 1772 237 30 177 794 3 252 19 393 132 44 223 487,1,58203
59 5 199 176 660 525 4458 5 199 2 1 1372 660 3708 1833 1364 11 10331 5464 1391,1,6050
143 376 1536 36 555 114 248 950 815 367 36 233 443 233 4602 36 399 10336 1660 671,1,4003
5 615 379 550 624 44 81 3039 19 258 5 615 1314 223 442 93 258 58 95 151,1,4662
3838 68 10340 1918 282 74 102 28 243 1098 79 688 77 67 138 63 19 3838 68 490,1,9541
1 2544 4 1015 127 89 1021 1340 939 378 67 3621 1239 1135 2 3142 786 1015 3406 17,1,27689
666 239 405 36 399 405 239 193 312 1658 124 666 36 399,1,1358
3975 3131 79 241 779 213 52 81 1061 1880 3436 65 141 1491 3436 1146 372 42 10353 181,1,1373
278 5 569 2 706 779 66 278 2 5 5 569 29 10 278 2 706 949 119 2684,1,2784
134 93 590 263 2 137 772 559 93 590 84 1156 29 10 177 261 42 220 590 16,1,89
3642 3206 27 75 1 3642 3206 27 75 1 3642 3206 862 92 2557 286 75 1785 1 3,1,429
92 1776 134 26 1307 445 215 508 33 2823 29 10 1776 134 26 30 104 87 9 322,1,5957
301 205 919 1556 2 136 1 688 85 205 919 1556 44 301 577 552 13 400 2545 29,1,1970
1755 2908 4201 244 715 4966 92 1755 2908 132 4201 244 715 4966 10 10359 10360 10361 10362 2,1,3624
100 124 214 2265 243 1098 7 10365 114 1141 4341 243 1098 100 124 2265 174 52 424 30,1,26733
737 977 62 833 889 963 89 1508 2421 127 89 10366 833 889 963 715 259 4389 877 4389,1,26001
349 173 8 4115 1 897 133 4115 3076 10367 10368 1 127 89 7708 20 349 196 8 300,1,12836
