430 204 430 1625 351 3589 204 2958 992 663 868 14747 14010 6566 34176 5103 430 33 34177 2666,1,8877
2772 298 2 2917 3306 31 34182 105 11754 1056 3036 413 6671 916 869 202 165 3 1996 12,1,20757
649 34185 1129 333 81 133 474 2 1779 649 1298 649 2990 2 641 813 697 474 1 80,1,12800
284 2010 2804 1426 572 228 124 284 34189 1191 8553 14870 517 568 3837 14330 1202 3739 517 188,1,17559
287 34200 193 318 3942 3023 1104 63 5427 139 217 1 58 193 1252 109 42 13 514 345,1,52097
3910 6764 4545 6169 3910 1090 3020 1576 34 4 4 14177 3 1979 392 195 44 2171 659 1779,1,49383
779 403 333 7282 87 1478 50 5710 777 617 13795 323 669 1322 49 2981 38 17447 102 1230,1,39046
61 2346 3043 38 439 696 44 2957 3043 61 843 38 34207 439 7786 198 8686 198 34208 34209,1,2004
179 1529 720 767 1174 630 767 79 1196 103 164 11 7 250 40 1 4181 52 40 93,1,11755
10020 2793 217 159 288 34214 17230 3432 4 1424 2793 429 6039 1918 46 63 1541 1918 159 288,1,407
77 3 129 70 1015 117 1015 34220 152 117 512 1170 3581 512 23 12694 512 245 34221 512,1,14901
1236 443 2903 271 760 3884 3343 369 81 443 37 2958 748 5450 95 28434 9334 3884 24 6369,1,10267
7 914 7667 663 7 914 9315 34227 191 5839 26788 545 228 1 2090 715 34228 34229 273 6438,1,19437
717 8 849 15 8 992 717 14 784 5 1128 1116 800 8 14 599 380,1,3
8 224 12869 1873 572 168 80 297 125 109 735 9 812 1817 56 850 5485 12709 906 20356,1,96
284 3584 319 2332 262 65 10095 32 69 394 66 702 1476 1377 319 2332 34231 32 2504 233,1,19319
813 832 1185 90 2 1846 813 376 125 649 77 163 560 27283 2990 2757 832 2 6045 10,1,349
20 647 330 91 499 3560 3702 28438 1163 387 1800 499 276 1211 742 166 499 59 247 13,1,47726
34254 34255 4694 186 9994 209 14847 1615 14268 7399 16879 3249 347 98 3666 5372 187 34256 3130 2680,1,32188
89 1538 41 1125 340 89 1538 41 1125 340 70 1125 37 852 1955 1799 960 17857 2979 676,1,52625
10 1801 1320 7165 216 830 11 109 1801 1320 7165 464 38 469 4319 210 1041 783 721 7717,1,2545
1601 3462 34258 106 457 1601 3462 752 2178 13726 1095 6306 1352 3480 597 110 1641 143 52 992,1,12768
865 356 1134 45 73 22 1555 547 41 13712 7979 73 22 10501 4679 1612 558 125 990 336,1,16771
63 2680 3886 34267 313 34268 441 3886 70 3852 3804 1091 316 97 34269 13 1287 5321 382 97,1,35506
603 46 194 290 10 225 603 46 518 10 225 640 193 260 2452 194 1476 249 25 2853,1,12009
97 4350 21729 5613 1203 1657 624 792 2022 1275 1827 451 460 792 97 25 3083 343 130 654,1,28456
2769 333 4555 298 23 269 445 44 381 366 333 4555 12 842 712 114 80 289 333 2314,1,10983
10 1448 234 766 106 2184 333 1890 13292 2 190 178 4504 3275 535 336 29 26 10940 2079,1,858
113 32 163 3143 1853 17 2 123 77 412 25 1386 245 1585 40 23 2069 1011 4003 6901,1,5676
779 3518 3742 2464 5485 263 8834 308 795 79 297 898 1283 215 779 3518 3742 314 84 1,1,47791
3573 14227 1031 2190 4 8163 378 3323 1929 14227 1031 2190 210 3169 8163 3023 2562 378 449 7417,1,45323
2556 12065 66 820 236 148 2 1517 6 1339 14870 107 276 2 60 1324 629 8589 77 292,1,17241
8 1549 978 143 16605 46 338 5592 1516 793 1062 16605 46 7593 46 1731 603 46 6110 301,1,47636
1005 1194 999 190 567 34294 34295 17367 27910 409 2897 1883 265 7 1728 3333 331 38 10158 34296,1,34911
2642 6 86 6299 128 2720 2356 1228 109 108 203 418 2642 6 8869 2477 2720 2356 6 128,1,2543
4317 2131 716 1489 329 215 3455 4317 2131 1642 1987 9553 4 19 30 752 1130 246 38 716,1,24253
1272 1177 190 193 502 155 29 26 4 215 29 1272 8508 7230 313 190 113 1272 155 29,1,12968
17 2 1660 154 2820 53 795 5345 3900 712 1641 5479 59 92 347 220 191 189 6 2736,1,55127
86 460 8765 370 641 86 460 8765 370 641 2938 42 35 4998 29 272 3012 4370 272 227,1,39723
818 9900 20 390 754 39 641 34 390 608 363 3391 25 914 75 285 2599 52 3 171,1,7409
25 1220 2766 8 174 661 712 45 29 2526 8437 58 1864 2056 8627 2261 8 174 2766 165,1,3188
1552 21732 198 471 44 1359 21732 1811 2563 1546 7786 198 648 671 5303 199 117 7 286 86,1,23740
591 3359 8571 3372 905 93 2725 2737 790 2598 103 15 93 3372 905 911 703 206 34341 2912,1,7372
12600 68 501 429 2750 4414 862 1062 429 4414 34347 9630 1985 478 379 12600 1515 501 15 936,1,12521
21 97 4907 2593 721 298 4907 496 313 4836 10 215 4161 215 407 496 260 34354 348 4907,1,9561
3600 4295 2903 3600 4295 2903 1773 358 593 1591 531 3717 9274 14853,1,1520
2432 1494 202 681 202 2973 38 1494 202 636 681 202 395 2210 831 536 2973 732 11265 194,1,2489
645 34 20 4347 1280 303 74 173 70 74 173 11906 229 655 45 186 26 229 655 161,1,123
572 930 34374 6571 5807 5634 19290 6571 1627 527 532 706 18540 34375 2179 6032 193 2611 930 179,1,49342
17 2 2824 684 23 766 3785 12 3120 464 2533 6394 981 1804 442 2808 23 744 98 422,1,10420
7 2995 1799 5303 2183 654 1128 96 140 514 2183 312 193 3934 4227 851 16 951 108 2785,1,1976
